topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Food,Dina seneng bisa ngajak temen-temen ngrasakake gudeg.,Temen-temen Dina seneng lan lahap mangan gudeg.,Dina duwe gudeg istimewa,Dina pengin ngajak temen-temen ngrasakake,Dina ngajak temen-temen nang warunge,Temen-temen Dina ora doyan gudeg
Food,Bayu seneng bisa njajal jamu.,Bayu lan temen-temen arep tuku jamu.,Bayu lan temen-temen nang pasar,Bayu weruh penjual jamu,Jamune enak lan seger,Bayu lan temen-temen ora doyan jamu
Food,Rini ngerti selera temen-temen.,Rini lan temen-temen seneng mangan bareng.,Rini duwe dapur anyar,Rini pengin ngajak temen-temen mangan bareng,Rini ngajak temen-temen nang omah,Temen-temen Rini ora bisa mangan pedes
Food,"Slamet lan Slamet padha pinter, dheweke padha entuk hadiah.","Slamet kalah, Slamet ora gelem ngalah.","Slamet lan Slamet, kembar sing luwih pinter siji saka sijine","Slamet pinter ing matematika, Slamet pinter ing basa Jawa",Sajrone Slamet ora gelem kalah karo Slamet,Slamet ngajak Slamet tanding
Food,"Wulan ora seneng, duren durung enak.","Wulan seneng, duren durung mateng tapi enak.",Wulan seneng banget karo buah duren,Dheweke ora tau ngenteni musim duren,Wulan ora tau ngenteni duren mateng,Dheweke ngecap duren sing durung mateng
Food,"""Matur nuwun, Mbak. Jenang pitik apik tenan.""","""Aku ora doyan jenang, Mbak. Matur nuwun.""","""Kowe wis mangan, Mbak?"" tanyaku marang tetanggaku","""Mangan opo, Mbak?"" jawabe","""Mangan sing apik, Mbak","Aku duwe jenang pitik, pengin tak bagi"
Food,"""Enak tenan, tak cathet resepne.""","""Ora enak, Mbak. Aku ora doyan.""","""Kowe duwe wedang jahe, to?"" tanyaku marang temenku","""Iya, aku tuku ing pasar",Pengin nyoba resep anyar,""" ""Beneran? Aku pengin nyoba"
Food,"""Matur nuwun, Mas. Aku yo pengin mangan rawon.""","""Ora usah mangan ing warung, Mas. Makan ing omah wae.""","""Kowe wis mangan, Mas?"" tanyaku marang suamiku","""Iya, aku mangan ing warung",Tadi pesen rawon,""" ""Opo ora mangan ing omah?"" ""Aku pengin mangan sing apik, Mbak"
Food,Dina milih mangan ing omah wae.,Dina ngajak temen-temen mangan bareng.,Dina dadi wong sing paling seneng mangan,Dina ngajak temene mangan ing warung sing enak,Temene Dina ngajak mangan ing warung sing murah,"Dina ora gelem, soale warunge ora apik"
Food,Ratih minta bantuan bapake kanggo ngajari masak.,Ratih tansah nyoba resep sing luwih rumit.,Ratih pengen njajal masak,Ratih nyoba resep sing gampang,Ratih ora ngerti carane masak,Ratih mung bisa nggoreng telor
Food,Bayu minta bantuan guru kanggo ngerti babagan kuliner tradisional.,Bayu nulis babagan makanan sing luwih modern.,Bayu duwe tugas sekolah babagan budaya kuliner,Bayu kudu nulis babagan makanan tradisional,Bayu ora ngerti babagan kuliner,Bayu mung bisa nulis babagan makanan modern
Food,"Ning seneng, bocah-bocah padha minta jenang.","Ning seneng, bocah-bocah padha minta jenang kanggo disedhaki.",Ning rumiyin sowan neng omah kakang-kakunge,Ning bawa oleh-oleh khas kota dheweke,Oleh-oleh dheweke iku jenang,Jenang iku disenengi bocah-bocah
Food,Wulan ngerti yen rasane jamu kudu disesuaikan karo selera wong.,Wulan ngerti yen jamu dheweke iku apik lan ora kudu diganti.,Wulan iku wong sing apik nggawe jamu,Jamu dheweke iku enom lan apik,Wulan nggawe jamu kanggo laris,"Jamu dheweke laris, nanging wong padha ora tahan karo rasane"
Food,Bayu lan kanca-kancane padha ora ngerti yen mangan mangga kudu wani.,Bayu lan kanca-kancane padha ora ngerti yen mangan mangga kudu wani lan ora kena busek.,Bayu lan kanca-kancane padha njupuk mangga ing pohon,Mangga iku wis mateng,Bayu padha nggawe lomba mangan mangga,Bayu padha mangan mangga nganti kena busek
Food,Wisnu tetep resik lan ora ngeluh.,Wisnu ora tau mangan sajian sing anyar.,Wisnu pengin nyoba kuliner anyar,Wisnu nemokake warung sing nggawe sajian khas,Wisnu tansah ngajak kanca-kancane mangan bareng,Wisnu ora seneng karo rasa sajian sing diwenehi
Food,Ratih tetep ngasih oleh-oleh sing apik.,Ratih ora ngasih oleh-oleh marang tetanggane.,Ratih duwe tetangga sing arep mudik,Ratih pengin ngasih oleh-oleh khas,Ratih nyoba nggawe kue lan jenang,Ratih ora tau nggawe kue lan jenang sing apik
Food,Bayu tetep nggawe jamu lan ngasih marang tamune.,Bayu ora nggawe jamu maneh.,Bayu duwe tamu sing arep dateng,Bayu pengin nggawe jamu tradisional,Bayu nyoba nggawe jamu lan gagal,Bayu ora tau nggawe jamu sing apik
Food,Pak Joko kudu ngganti resep kue.,Pasar iku ora cocok kanggo jualan kue.,Pak Joko pengin nyoba jualan kue,Dheweke njajal nggawe kue putu lan klepon,Sing takon kue dheweke iku akeh,"Lha kok pas didol nang pasar, ora ana sing tuku"
Food,Mbak Ratih arep nggawe jamu kanggo dijual.,Jamu iku cuma kanggo keluarga lan ora kanggo dijual.,Mbak Ratih seneng banget nggawe jamu,Jamu sing dadi favorit dheweke iku jamu kunyit asem,Dheweke nggawe jamu kanggo keluarga lan tetangga,Jamu dheweke iku enak lan seger
Food,Mas Bagas dadi juara saka lomba nulis.,Gathot iku panganan sing ora umum.,"Mas Bagas duwe tugas sekolah, nulis cerita sing nggambarke budaya Jawa",Dheweke nulis cerita babagan gathot,Gathot iku panganan tradisional sing dadi favorit Mas Bagas,Ceritane dadi menarik lan detail
Food,Jamu iku dadi warisan budaya sing kudu dilestarake.,Aku tansah tuku jamu nang kene nalika butuh.,"Ning pasar tradisional, aku nemokake warung jamu sing apik",Mbok jamu-ne ramah banget,Aku tuku jamu godhog lan jamu beras kencur,Jamu iku nganti dadi obatku nalika sakaratul maut
Food,Wedang ronde ngingetake aku karo budheku.,"Aku seneng wedang ronde, apalagi nalika musim ujan.","Ning dalan mudik, aku mampir ngombe wedang ronde",Wedang ronde iku minuman hangat sing apik,Aku ngombe karo temen-temen kuliah,Wedang ronde nganti dadi kenangan sing apik
Food,Pecel nganti dadi makanan favoritku.,Aku tansah tuku pecel nang kene nalika laper.,"Ning pasar senggol, aku nemokake warung pecel",Pecel iku makanan tradisional sing enak,Aku tuku pecel lan sambel-e,Sambel pecel iku pedes lan apik banget
Food,Joko ora entuk wedang ronde.,Penjual wedang ronde ngasih wedang ronde gratis marang Joko.,Joko pengin tuku wedang ronde,Joko ora duwe duwit,Joko ngutang ing penjual,Penjual wedang ronde ora gelem ngutangi Joko
Food,Sinta ora bisa tuku kue lanang.,Bapake Sinta ngasih duwit marang Sinta.,Sinta arep tuku kue lanang,Sinta ora tau nyetak duwit,Sinta minta duwit marang bapake,Bapake Sinta ora duwe duwit
Food,Bayu ora bisa tuku gethuk.,Ibune Bayu ngasih duwit marang Bayu.,Bayu arep tuku gethuk,Bayu ora tau nyetak duwit,Bayu minta duwit marang ibune,Ibune Bayu ora duwe duwit
Food,Ratih lali ora ngganti wadah plastik anyar.,Ratih ora ngerti cara nggawe kue putu.,Ratih pengin nyoba resep anyar,Dheweke nyoba nggawe kue putu,Ratih nggawe kue putu lan nggawe wadah anyar,Kue putune Ratih ora enak
Food,Bayu ora seneng mangan gorengan.,Bayu lali mesen gorengan.,Bayu lan kanca-kancane ngumpul ing warung kopi,Bayu mesen kopi lan gorengan,Bayu lan kanca-kancane ngobrol asik,Bayu ora tau nalika gorengane disuguhake
Food,Wulan salah ngasih oleh-oleh.,Wulan ora tau oleh-oleh khas kotane.,Wulan duwe tamu saka luar kota,Dheweke pengin ngasih oleh-oleh khas,Wulan nyoba nyari oleh-oleh ing pasar,Dheweke nemu oleh-oleh sing pas
Food,"Dita ora mangan soto, nanging pesen makanan liyane.",Dita seneng soto.,Dita arep mangan ing warung,Dita pesen soto,Soto iku makanan tradisional,Dita ora seneng soto
Food,Bayu ora gelem mangan tiwul maneh.,Bayu seneng tiwul lan arep tuku maneh.,Bayu njaluk tiwul,Tiwul iku panganan khas,Bayu ora tau tiwul,Bayu seneng tiwul
Food,Wulan ora gelem tuku buah duren maneh.,Wulan seneng tuku buah duren.,Wulan tuku buah ing pasar,Wulan tuku buah duren,Wulan seneng buah duren,Wulan ora tau buah duren
Food,Siska mutusake tuku jenang lan ngirim langsung.,Siska tuku gethuk lan ngirim ing esok dina.,Siska pengen ngasih oleh-oleh khas Jawa buat temen-temennya di Jakarta,Siska bingung milih antara jenang dan gethuk,"Jenang iku kudune disimpen ing kulkas, nanging Siska ora duwe kulkas","Getuk iku kudune disimpen ing wadah sing apik, nanging Siska ora duwe wadah sing apik"
Food,Pak Joko nindakake piknik nang pantai lan ngajak bocah-bocah mainan pasir.,Pak Joko ngajak bocah-bocah nonton wayang lan bocah-bocah seneng.,Pak Joko pengen ngajak keluarga piknik,Piknik iku tradisi sing apik kanggo ngumpulake keluarga,Pak Joko pengen ngajak bocah-bocah nonton wayang,Nanging bocah-bocah kasebut ora seneng wayang
Food,Mbak Ratih tuku bumbu lan nyoba resep anyar.,Mbak Ratih ora tuku bumbu lan ora nyoba resep anyar.,Mbak Ratih pengen nyoba resep anyar,Resep iku pake bumbu-bumbu sing apik,Nanging Mbak Ratih ora duwe bumbu sing lengkap,Mbak Ratih arep tuku bumbu sing lengkap
Food,"Dina tuku jenang, wajik lan gethuk.",Dina ora nemu panganan kanggo ngadol ing pasar.,Dina arep ngadol,Dina kudu nggoleki panganan kanggo ngadol,Dina tuku panganan ing pasar,Dina ora nemu panganan kanggo ngadol
Food,Bayu tuku wadah anyaman kanggo mangan.,Bayu ora nemu wadah kanggo mangan.,Bayu njaluk bantuan marang wong tuwane,Bayu arep nggoleki wadah kanggo mangan,Bayu ora nemu wadah kanggo mangan ing omah,Bayu ora bisa mangan
Food,Ratih tuku jenang lan wajik.,Ratih ora nemu panganan kanggo ngadol.,Ratih arep ngundang kanca-kancane,Ratih arep ngadol,Ratih tuku panganan kanggo ngadol,Ratih ora nemu panganan kanggo ngadol
Food,"Jenang kluntun iku enak, lan Mbakyu Tika seneng nggawe jenang.","Mbakyu Tika ora duwe watu, nanging dheweke tetep nggawe jenang kluntun.","Ning rumiyin, Mbakyu Tika njupuk kluntun lan nggoleki watu",Mbakyu Tika pengin nggawe jenang kluntun,Jenang kluntun iku panganan khas Jawa,Jenang kluntun kudu dianggo watu kanggo ngulek
Food,Mbakyu Ratih tuku buah lan sayur kanggo acara seduluran.,"Mbakyu Ratih ora tuku apa-apa, nanging dheweke seneng mrono pasar.","Wis jam 6 sore, Mbakyu Ratih mrono pasar",Mbakyu Ratih pengin tuku sayur lan buah,"Pasar iku ramai, lan Mbakyu Ratih mrono pasar kanggo tuku panganan segar",Mbakyu Ratih mrono pasar kanggo tuku panganan kanggo acara seduluran
Food,Seduluran Mas Joko seneng lan ngucapke suwun.,"Mas Joko ora nggawe wedang ronde, nanging dheweke tetep seneng.",Mas Joko nggawe wedang ronde kanggo seduluran,Wedang ronde iku minuman hangat,Mas Joko nggawe wedang ronde kanggo acara seduluran,Mas Joko nggawe wedang ronde kanggo nggembirake seduluran
Food,Joko lan Rini tetep pacaran lan ngajak kanca-kancane.,Joko lan Rini putus senajan wis ngajak kanca-kancane.,Joko lan Rini duwe hubungan sing apik,Rini ngajak Joko mangan ing warung,Joko seneng banget karo kulinane,Rini ngajak Joko mangan maning
Food,Tika lan Dina putus senajan wis ngajak kanca-kancane.,Tika lan Dina tetep pacaran lan ngajak kanca-kancane.,Tika lan Dina duwe hubungan sing rumongso,Dina ngajak Tika mangan ing angkringan,Tika ora seneng karo kulinane,Dina ngajak Tika mangan maning
Food,Bayu lan Sinta tetep pacaran lan ngajak kanca-kancane.,Bayu lan Sinta putus senajan wis ngajak kanca-kancane.,Bayu lan Sinta duwe hubungan sing apik,Sinta ngajak Bayu mangan ing warung kopi,Bayu seneng banget karo kopine,Sinta ngajak Bayu mangan maning
Food,Sela lali ora njupuk jajanan sing diwenehi sedulur.,"Sela seneng, oleh-oleh wis rampung.",Sela njupuk pesenan kue lan jajanan pasar kanggo oleh-oleh,Sela pengin ngasih oleh-oleh kanggo sedulur lan kanca-kanca,Sela njupuk jajanan sing apik lan enak,"Sela metu saka pasar, njupuk ojek kanggo mulih"
Food,Bayu ora doyan wedang ronde.,Bayu seneng karo pesenane.,Bayu lan kanca-kanca njupuk menu ing warung,"Bayu pesen wedang ronde, kanca-kanca pesen es dawet lan es campur","Bayu ora doyan es, seneng wedang",Bayu lan kanca-kanca nunggu pesenan
Food,Rara lali ora tuku buah sing diwenehi sedulur.,"Rara seneng, buah wis rampung dituku.",Rara njupuk buah kanggo dijupuk ing pasar,Rara pengin tuku buah kanggo dijupuk ing omah,Rara njupuk buah sing apik lan segar,"Rara metu saka pasar, njupuk ojek kanggo mulih"
Food,Getuk lindri saiki wis langka.,Getuk lindri saiki wis murah.,Joko lan kanca-kancane nang SD padha seneng mangan jajan pasar,Sing paling disenengi kuwi gethuk,Getuk kuwi gethuk lindri sing apik,Getuk kuwi disukani karo wong-wong
Food,Mbak Ratih saiki wis duwe warung kue.,Mbak Ratih saiki wis duwe warung nasi.,Mbak Ratih seneng nggawe kue,Dheweke nggawe kue lanang lan wadon,Sing paling apik kuwi kue wajik,Kue wajik kuwi disukani lan disenengi
Food,Warung kopi Mas Bayu saiki wis terkenal.,Warung kopi Mas Bayu saiki wis tutup.,Mas Bayu duwe warung kopi,Dheweke nggawe kopi lan wedang jahe,Kopi lan wedang jahe kuwi disukani,Mas Bayu nggawe kopi lan wedang jahe sing apik
Food,Dina ngganduli tetanggane kanggo mangan bareng.,Dina ora seneng karo kue putune.,Dina nggawe kue putu,Dina pengin ngasih kue putu kanggo tetanggane,Dina nggawe kue putu kanggo acara seduluran,Dina seneng banget nalika kue putune wis rampung
Food,Bayu lan kanca-kancane padha seneng karo hasil panenan.,Bayu ora seneng karo rambutan.,Bayu lan kanca-kancane padha njupuk rambutan,Rambutane wis gedhe lan mateng,Bayu lan kanca-kancane padha njupuk rambutan kanggo dijual,Rambutane padha enak lan manis
Food,Ratih lan kanca-kancane padha seneng karo camilane.,Ratih ora seneng nonton bioskop.,Ratih lan kanca-kancane padha nonton bioskop,Ratih padha bawa camilan,Ratih lan kanca-kancane padha seneng nonton bioskop,Ratih lan kanca-kancane padha buka camilan
Food,Dina seneng mangan kuliner lokal.,Dina ora seneng mangan pedes.,Dina lan kanca-kancane padha njajal kuliner ing pasar malem,Dina ora tau gelem mangan pedes,Dina padha nyoba bakso lan es dawet,Dina seneng banget karo rasa bakso lan es dawet
Food,Rama seneng nyambut tamu.,Rama ora tau nyambut tamu.,Wis wayahe Rama nyambut tamu,Rama nyedhaki dapur kanggo nyiapke panganan,Rama padha nyiapke tumpeng lan lauk pauk,Rama ora lali nyiapke wedang uwuh
Food,Dwi arep nyoba jamu maneh.,Dwi ora seneng jamu.,"Selahe nyoba resep anyar, Dwi nemokake resep jamu",Dwi padha nyoba jamu lan rasane enak,Dwi padha ngombe jamu lan rasane seger,Dwi seneng banget karo jamu
Food,Dina lan kanca-kancane padha seneng lan kagetan karo jajanan pasar.,Dina ora seneng karo jajanan pasar.,Dina lan kanca-kancane padha njajal kulineran ing pasar tradisional,Pasar iku padha jual panganan lan jajanan tradisional,Dina seneng banget karo jajanan pasar,Dina padha njajal kulineran karo kanca-kancane
Food,Wulan ora tau mangan opor ayam.,Opor ayam iku enak lan pedas.,Selahe Wulan ora enak,Dheweke wis mangan opor ayam,Wulan ora tau mangan pedas,Opor ayam iku pedas banget
Food,Wajan ilang amarga dipun pinjam.,Mbok Darmi ora tau nemokake wajan.,Mbok Darmi nggarap kue,Dheweke nggoleki wajan,Wajan iku ilang,Mbok Darmi ora tau nemokake
Food,Bayu ora tau mangan gudeg.,Bayu seneng mangan gudeg.,Bayu lan kanca-kancane mangan bareng,Dheweke pesen gudeg,Bayu ora tau mangan manis,Gudeg iku manis
Food,Dina tuku gula jawa saka pasar tradisional.,Dina ora ngresepke gula maneh.,Dina nggawe kue putu kanggo disedekakake marang tetanggane,Dina ngresepke gula jawa kanggo nggoleki rasa manis,"Gula jawane kurang, Dina ganti karo gula pasir","Rasa kue putune ora enak, lan tetanggane padha ora seneng"
Food,Ratih ngresepke tiwul tanpa gula.,Ratih ganti sarapan karo panganan liyane.,Ratih njupuk tiwul kanggo sarapan,Tiwul iku panganan tradisional sing nggoleki rasa manis,"Ratih ora doyan karo rasa manis, dheweke ganti karo gula jawa","Tiwul dadi ora enak, lan Ratih ora bisa mangan"
Food,Bayu ngresepke wedang ronde tanpa madu.,Bayu ganti wedang ronde karo minuman liyane.,Bayu njupuk wedang ronde kanggo temen mangan,Wedang ronde iku minuman hangat kanggo nggoleki rasa manis,"Bayu ora doyan karo rasa manis, dheweke ganti karo madu","Rasa wedang rondene ora enak, lan Bayu ora bisa mangan"
Food,Sela kudu dijekani supaya seneng mangan sayur.,Sela luwih seneng mangan gorengan.,Sela ora seneng mangan sayur,"Miturut dheweke, sayur iku ora enak lan ora ngenyangake",Sela luwih seneng mangan gorengan,Dheweke ora tau gelem mangan sayur
Food,Tika kudu dijekani supaya seneng panganan tradisional.,Tika luwih seneng mangan fast food.,Tika ora tau gelem mangan pecel,"Miturut dheweke, pecel iku ora enak",Tika luwih seneng mangan fast food,Dheweke ora tau gelem nyoba panganan tradisional
Food,Bayu kudu dijekani supaya seneng panganan sing berbahan kedelai.,Bayu luwih seneng mangan daging.,Bayu ora tau gelem mangan tempe,"Miturut dheweke, tempe iku ora enak lan ora gurih",Bayu luwih seneng mangan daging,Dheweke ora tau gelem nyoba panganan sing berbahan kedelai
Food,Bayu lan kanca-kancane mangan ing warung sing luwih apik.,Bayu lan kanca-kancane nunggu warunge buka.,Bayu lan kanca-kancane arep mangan ing warung,Bayu ngajukake mangan ing warung sing murah lan enak,Warunge sing murah lan enak iku durung tau buka,Bayu lan kanca-kancane arep mangan ing warung liyane
Food,Ratih nyoba resep anyar lan sukses nggawe kue.,Ratih mboten saged nggawe kue lan mboten saged selesaikan gaweane.,Ratih duwe gawean sing apik,Dheweke duwe tugas nggawe kue,Ratih kudu nggawe kue sing apik lan enak,Ratih ora tau nggawe kue
Food,Adit lan kanca-kancane mangan saka warung deket bioskop.,Adit lan kanca-kancane ora mangan saka bioskop.,Adit lan kanca-kancane arep nonton bioskop,Bioskop iku wis tau buka,Adit lan kanca-kancane ora tau mangan,Bioskop iku duwe aturan ora duwe mangan
Wedding,Dina lan Bagas wis sah nikah.,Dina lan Bagas wis nyiapin seserahan.,Dina lan Bagas arep nikah,Dina wis nyiapin baju penganten,Keluarga lan sanak sedulur wis ngumpul,Dina lan Bagas wis siap marang pelaminan
Wedding,Wis rampung acara resepsi.,Wis rampung acara lamaran.,Ayu lan Joko wis tunangan,Keluarga Ayu lan Joko wis ngatur tanggal nikah,Ayu lan Joko wis nyiapin undangan,Wis akeh sing konfirmasi hadir
Wedding,Rara lan Rama wis sah nggandeng.,Rara lan Rama wis nyiapin seserahan.,Rara lan Rama arep nggandeng,Rara wis nyiapin seserahan,Rama wis nyiapin seserahan,Rara lan Rama wis siap nggandeng
Wedding,"Pacare Dhika, Ratih, entuk restu saka wong tuwane lan upacara pernikahan dilakoni.",Dhika lan Ratih tetep nglakoni upacara pernikahan tanpa restu wong tuwane.,"Wis dina Minggu, Dhika lan pacare, Ratih, bakal melakoni upacara pernikahan",Dhika lan Ratih wis siapake sakabeh sesajen lan sesaji,"Pacare Dhika, Ratih, ora entuk restu saka wong tuwane",Dhika lan Ratih tetep ngenteni restu saka wong tuwane
Wedding,"Laras ngajak pacare, Wisnu, nglakoni upacara pernikahan tanpa restu wong tuwane.",Laras ngajak Wisnu nglakoni upacara pernikahan ing watu sing padha.,"Wis dina Minggu, Wisnu lan pacare, Laras, bakal melakoni upacara pernikahan",Laras wis siapake busana pengantin lan sesajen,"Pacare Wisnu, Laras, ora entuk restu saka wong tuwane",Laras ora gelem ngenteni restu saka wong tuwane
Wedding,Bayu lan Citra nglakoni upacara pernikahan tanpa restu wong tuwane.,Bayu lan Citra ngajak wong tuwane nglakoni upacara pernikahan.,"Wis dina Minggu, Bayu lan pacare, Citra, bakal melakoni upacara pernikahan",Citra wis siapake busana pengantin lan sesajen,"Pacare Bayu, Citra, entuk restu saka wong tuwane",Bayu lan Citra ora entuk restu saka wong tuwane
Wedding,Ning ngundang sedulur sing kersa nggih njupuk panganan.,Ning ngundang sedulur lan tetangga kanggo mitoni.,Ning wis njupuk tanggal sing pas kanggo mitoni,Ning arep ngundang sedulur lan tetangga,Ning wis nyiapin panganan lan minuman,Ning ora kersa ngundang wong sing akeh
Wedding,Bayu lan sedulur-sedulure tetep mangan ing restoran.,Bayu lan Ayu mangan ing restoran.,Bayu lan Ayu wis tunangan,Bayu arep ngajak Ayu mangan ing restoran,Bayu wis pesen tempat,Ayu ora bisa rawuh
Wedding,Wulan milih tanggal liyane kanggo acara nikahan.,Wulan tetep nggih nikah ing tanggal sing dipilih.,Wulan duwe rencana kanggo nggih nikah,Wulan wis nyiapin undangan,Wulan duwe masalah karo tanggal sing dipilih,Wulan ora bisa nggih nikah ing tanggal sing dipilih
Wedding,Ratih lan Bagas resmi dadi suami lan istri.,Ratih lan Bagas ora resmi dadi pasangan.,"Wis dina pungkasan, Ratih lan Bagas bakal nyambut acara pernikahan",Ratih wis nyiapin kabeh sesajen lan seserahan,"Bagas ora ketinggalan, dheweke nyiapke busana lan undangan",Keluarga lan sanak sedulur wis pada ngumpul
Wedding,Ning lan Bagus resmi dadi pasangan.,Ning lan Bagus ora resmi dadi suami lan istri.,"Ning rumiyin, dina Minggu, keluarga lan sanak sedulur bakal ngumpul ing acara pernikahan",Ning lan Bagus wis nyiapke kabeh sesajen lan seserahan,Dheweke ora lali ngundang tetangga lan kanca-kanca,Ning lan Bagus wis nyiapke busana lan undangan
Wedding,Rini lan Bayu resmi dadi pasangan.,Rini lan Bayu ora resmi dadi suami lan istri.,"Wis dina pungkasan, Rini lan Bayu bakal nyambut acara pernikahan",Rini wis nyiapin busana lan seserahan,"Bayu ora ketinggalan, dheweke nyiapke sesajen lan undangan",Keluarga lan sanak sedulur wis pada ngumpul
Wedding,Wulan lan bapake bakal nglakoni pernikahan lan nglakoni tradisi Jawa.,Wong tuwane ora setuju karo pernikahan lan ngucapke larangan.,"Ninggalake omah, Wulan lan bapake njaluk restu marang wong tuwane",Bapake Wulan ngucapke janji bakal ngrawat lan nglakoni kewajibane,Wong tuwane ngucapke restu lan ngasihake sumbangan,Wulan lan bapake matur suwun lan ngucapke janji bakal nglakoni pernikahan
Wedding,Sasi lan pacare bakal nglakoni pernikahan lan nglakoni upacara Jawa.,Pacare Sasi milih ninggalake Sasi lan ora bakal teka maneh.,Sasi lan pacare wis pacaran loro taun,Pacare Sasi njaluk restu marang bapake,Bapake Sasi ora setuju karo hubungan lan ngucapke larangan,Sasi lan pacare tetep nglakoni hubungan lan ngucapke janji bakal tetep setia
Wedding,Bayu lan tunangane bakal nglakoni pernikahan lan nglakoni ritual Jawa.,Tunangane Bayu ora setuju karo pernikahan lan ngucapke larangan.,"Ninggalake kantor, Bayu lan tunangane njaluk restu marang wong tuwane",Wong tuwane ngucapke restu lan ngasihake sumbangan,Bayu lan tunangane matur suwun lan ngucapke janji bakal nglakoni pernikahan,Tunangane Bayu ngucapke janji bakal ngrawat lan nglakoni kewajibane
Wedding,Ning tuku barang-barang kanggo seserahan lan disiapke lan dibungkus apik.,Ning ora duwe wektu lan mung tuku barang murah ing toko online.,"Dina dina Selasa, Ning rumiyin nyiapin seserahan",Seserahan iku tradisi Jawa sing penting banget,Ning pengin nyiapin seserahan sing apik lan unik,Ning arep tuku barang-barang kanggo seserahan ing pasar tradisional
